Date,Symbol,Close,High,Low,Open,Volume
2017-01-02,ABMD,112.68,112.68,112.68,112.68,0
2017-01-03,ABMD,112.36,114.4082,111.48,112.56,284401
2017-01-04,ABMD,115.74,115.97,112.32,113.02,336089
2017-01-05,ABMD,114.81,116.05,113.7,115.9,383035
2017-01-06,ABMD,115.42,115.9179,114.77,115.05,268868
2017-01-09,ABMD,117.11,117.71,114.67,115.62,338873
2017-01-10,ABMD,112.24,114.71,110.0,112.48,830602
2017-01-11,ABMD,111.27,112.95,109.83,112.35,492852
2017-01-12,ABMD,112.37,112.5,110.205,110.99,278757
2017-01-13,ABMD,115.67,115.73,112.22,112.87,371449
2017-01-16,ABMD,115.67,115.67,115.67,115.67,0
2017-01-17,ABMD,114.02,115.488,113.92,114.69,272142
2017-01-18,ABMD,113.27,114.82,112.91,114.82,235792
2017-01-19,ABMD,112.21,113.64,111.62,113.47,387372
2017-01-20,ABMD,111.84,112.3,110.8306,112.0,388409
2017-01-23,ABMD,111.57,112.6,110.26,111.6,367884
2017-01-24,ABMD,112.3,112.6,110.45,111.82,302975
2017-01-25,ABMD,114.82,115.68,113.2,113.43,404601
2017-01-26,ABMD,106.09,116.49,105.13,116.49,1243453
2017-01-27,ABMD,108.85,110.46,105.75,105.75,763795
2017-01-30,ABMD,106.15,108.01,105.38,108.0,574818
2017-01-31,ABMD,106.37,107.0,105.16,106.3,454160
2017-02-01,ABMD,105.59,106.76,104.9,106.28,467465
2017-02-02,ABMD,104.1,105.08,103.53,104.55,882904
2017-02-03,ABMD,104.96,105.93,103.82,104.85,734225
2017-02-06,ABMD,110.5,111.22,105.11,105.11,1240536
2017-02-07,ABMD,109.94,111.82,109.35,111.21,456084
2017-02-08,ABMD,108.73,110.38,108.42,109.9,271353
2017-02-09,ABMD,108.45,109.44,107.33,109.0,372849
2017-02-10,ABMD,108.64,109.0,107.65,108.36,576590
2017-02-13,ABMD,107.38,108.83,107.33,108.04,233693
2017-02-14,ABMD,108.96,109.48,107.6,107.6,362340
2017-02-15,ABMD,110.62,110.7,108.215,108.7,453680
2017-02-16,ABMD,114.25,114.4,110.61,110.98,725334
2017-02-17,ABMD,116.57,116.92,112.2,114.01,548470
2017-02-20,ABMD,116.57,116.57,116.57,116.57,0
2017-02-21,ABMD,117.81,118.16,116.29,117.15,430370
2017-02-22,ABMD,117.0,118.15,116.92,117.98,167751
2017-02-23,ABMD,116.89,117.22,114.3601,117.03,289271
2017-02-24,ABMD,117.14,117.5,114.2836,116.0,207216
2017-02-27,ABMD,117.94,118.84,116.545,117.36,716894
2017-02-28,ABMD,117.97,118.71,116.83,117.92,319617
2017-03-01,ABMD,121.29,121.83,118.02,119.16,417015
2017-03-02,ABMD,120.05,122.1764,119.8,121.75,319503
2017-03-03,ABMD,120.73,121.72,119.41,119.93,191501
2017-03-06,ABMD,119.79,120.29,118.0501,119.28,258573
2017-03-07,ABMD,120.03,120.75,118.6625,119.08,315651
2017-03-08,ABMD,120.13,121.06,119.55,120.28,207563
2017-03-09,ABMD,120.17,120.83,119.8,120.23,177796
2017-03-10,ABMD,121.21,121.34,119.77,120.51,222663
2017-03-13,ABMD,121.69,121.86,120.39,121.43,250883
2017-03-14,ABMD,120.53,122.22,120.25,122.22,164237
2017-03-15,ABMD,122.97,123.385,120.43,120.77,234999
2017-03-16,ABMD,122.91,123.2,121.84,123.0,138641
2017-03-17,ABMD,123.97,124.68,122.7573,123.17,412350
2017-03-20,ABMD,123.59,124.41,122.5201,123.97,172062
2017-03-21,ABMD,122.27,124.83,122.21,124.18,249388
2017-03-22,ABMD,123.47,123.66,121.86,122.36,232773
2017-03-23,ABMD,123.75,125.49,122.13,123.11,331623
2017-03-24,ABMD,124.89,125.995,124.17,124.17,180464
2017-03-27,ABMD,125.26,125.665,122.93,123.7,245891
2017-03-28,ABMD,125.05,125.55,124.07,124.82,345099
2017-03-29,ABMD,124.88,125.85,124.21,124.79,278875
2017-03-30,ABMD,125.0,126.035,124.57,125.0,267802
2017-03-31,ABMD,125.2,125.915,124.45,124.75,435487
2017-04-03,ABMD,125.05,125.58,123.71,125.23,320809
2017-04-04,ABMD,124.08,126.26,123.6,125.15,315229
2017-04-05,ABMD,123.4,125.31,123.28,124.75,295192
2017-04-06,ABMD,125.54,125.9,124.095,125.5,278644
2017-04-07,ABMD,125.49,126.06,124.69,124.97,156290
2017-04-10,ABMD,125.16,126.39,124.7601,125.4,172127
2017-04-11,ABMD,125.87,125.99,124.2977,124.89,167840
2017-04-12,ABMD,125.48,126.17,125.27,125.87,150936
2017-04-13,ABMD,124.61,125.81,124.27,125.16,144238
2017-04-14,ABMD,124.61,124.61,124.61,124.61,0
2017-04-17,ABMD,120.73,122.0,119.13,122.0,592725
2017-04-18,ABMD,121.17,121.44,117.365,120.44,232908
2017-04-19,ABMD,123.12,123.67,121.26,121.26,273714
2017-04-20,ABMD,125.21,125.9,122.6,123.43,234591
2017-04-21,ABMD,125.03,125.17,124.05,125.07,177820
2017-04-24,ABMD,129.25,130.43,126.19,126.19,384484
2017-04-25,ABMD,129.16,130.26,128.51,129.66,246519
2017-04-26,ABMD,130.08,130.785,129.4,130.04,177989
2017-04-27,ABMD,130.92,131.68,128.23,130.47,231925
2017-04-28,ABMD,130.32,131.68,129.8,131.26,221717
2017-05-01,ABMD,133.57,133.7,130.09,130.5,330386
2017-05-02,ABMD,134.28,134.82,133.695,134.3,280309
2017-05-03,ABMD,129.89,134.15,129.68,134.15,552012
2017-05-04,ABMD,130.81,130.89,123.6,127.71,846979
2017-05-05,ABMD,133.03,134.81,131.63,132.13,329944
2017-05-08,ABMD,130.78,133.97,130.02,132.3,350418
2017-05-09,ABMD,130.88,132.039,129.81,130.65,246945
2017-05-10,ABMD,131.8,131.825,129.83,130.63,166914
2017-05-11,ABMD,130.85,131.59,129.55,131.33,181572
2017-05-12,ABMD,131.42,131.97,130.28,130.28,181400
2017-05-15,ABMD,134.51,134.71,131.06,131.5,346432
2017-05-16,ABMD,133.84,133.99,132.03,133.64,337044
2017-05-17,ABMD,130.54,132.84,130.47,132.29,316260
2017-05-18,ABMD,133.24,133.88,129.8,129.96,508081
2017-05-19,ABMD,134.43,134.9099,132.63,134.0,236498
2017-05-22,ABMD,135.8,137.0,134.5,134.5,385183
2017-05-23,ABMD,134.74,136.625,134.55,136.62,224818
2017-05-24,ABMD,134.9,135.44,134.105,135.0,422290
2017-05-25,ABMD,135.88,136.735,134.39,135.33,282062
2017-05-26,ABMD,138.59,139.021,135.69,135.69,461131
2017-05-29,ABMD,138.59,138.59,138.59,138.59,0
2017-05-30,ABMD,139.72,140.62,138.2,138.2,400178
2017-05-31,ABMD,137.43,141.24,137.34,139.74,336098
2017-06-01,ABMD,141.0,141.86,137.45,137.45,318574
2017-06-02,ABMD,141.55,142.49,140.61,141.12,300771
2017-06-05,ABMD,141.81,142.95,140.85,141.98,153727
2017-06-06,ABMD,142.15,143.0,140.0,141.46,488723
2017-06-07,ABMD,142.06,142.9989,141.52,142.63,291161
2017-06-08,ABMD,142.84,143.75,141.59,143.0,609735
2017-06-09,ABMD,141.23,145.5799,139.79,143.28,346231
2017-06-12,ABMD,139.97,141.085,134.8,139.94,534058
2017-06-13,ABMD,140.65,141.79,139.62,140.43,352094
2017-06-14,ABMD,142.3,143.71,140.67,141.48,241812
2017-06-15,ABMD,142.88,143.29,140.288,141.01,215161
2017-06-16,ABMD,143.39,143.49,142.14,142.75,293856
2017-06-19,ABMD,145.94,146.32,143.85,144.17,175870
2017-06-20,ABMD,144.46,147.45,144.13,146.24,245271
2017-06-21,ABMD,145.5,146.0,143.541,144.49,170028
2017-06-22,ABMD,144.73,145.75,143.62,145.06,293761
2017-06-23,ABMD,144.49,145.58,144.29,144.98,259200
2017-06-26,ABMD,142.78,145.4,142.59,144.49,278431
2017-06-27,ABMD,140.47,142.72,139.65,142.72,318361
2017-06-28,ABMD,142.41,143.1,140.92,141.25,278714
2017-06-29,ABMD,140.24,142.39,139.49,142.39,218284
2017-06-30,ABMD,143.3,144.07,139.99,140.86,460611
2017-07-03,ABMD,142.29,145.5,141.48,144.82,140464
2017-07-04,ABMD,142.29,142.29,142.29,142.29,0
2017-07-05,ABMD,142.38,143.5,141.765,142.84,201400
2017-07-06,ABMD,139.96,143.19,139.55,141.37,248553
2017-07-07,ABMD,142.05,142.6,139.77,140.22,139908
2017-07-10,ABMD,141.15,142.47,140.0,142.12,298932
2017-07-11,ABMD,142.06,142.9,141.06,141.44,320140
2017-07-12,ABMD,144.08,145.28,142.85,143.21,183436
2017-07-13,ABMD,142.99,144.5,142.22,144.5,218631
2017-07-14,ABMD,145.07,146.06,142.7,143.3,195051
2017-07-17,ABMD,144.04,145.955,142.82,145.5,168029
2017-07-18,ABMD,144.34,145.25,143.19,143.71,218568
2017-07-19,ABMD,144.55,145.69,143.995,144.92,279274
2017-07-20,ABMD,144.3,145.21,144.06,144.8,237163
2017-07-21,ABMD,144.1,145.2,142.91,144.08,290782
2017-07-24,ABMD,147.3,147.39,143.93,144.1,217200
2017-07-25,ABMD,148.3,149.34,147.46,147.82,580889
2017-07-26,ABMD,145.08,149.11,145.02,148.56,731352
2017-07-27,ABMD,142.97,145.23,141.56,144.02,687741
2017-07-28,ABMD,146.25,147.54,142.221,143.01,375370
2017-07-31,ABMD,148.09,148.42,146.01,147.02,339038
2017-08-01,ABMD,146.78,148.91,146.61,148.85,263206
2017-08-02,ABMD,146.44,146.8,144.63,146.8,318116
2017-08-03,ABMD,147.89,147.9,144.5146,146.32,284485
2017-08-04,ABMD,151.01,151.22,148.33,148.63,397836
2017-08-07,ABMD,153.35,153.44,151.1689,151.67,249455
2017-08-08,ABMD,155.87,157.41,152.74,153.3,417593
2017-08-09,ABMD,155.85,156.89,154.71,155.1,369056
2017-08-10,ABMD,150.01,156.2,149.94,155.35,382660
2017-08-11,ABMD,151.37,152.31,149.88,150.66,218394
2017-08-14,ABMD,154.26,154.4,152.41,152.6,165916
2017-08-15,ABMD,154.51,155.29,153.55,154.73,174102
2017-08-16,ABMD,155.16,155.68,154.095,155.27,254386
2017-08-17,ABMD,153.7,156.24,153.63,155.16,125036
2017-08-18,ABMD,152.14,153.58,151.95,153.58,253695
2017-08-21,ABMD,153.32,153.69,151.93,152.15,307721
2017-08-22,ABMD,154.99,155.59,152.64,153.0,281986
2017-08-23,ABMD,152.9,154.925,152.75,154.76,215339
2017-08-24,ABMD,148.93,153.81,148.76,153.31,518920
2017-08-25,ABMD,147.67,149.67,147.1331,149.67,241826
2017-08-28,ABMD,147.9,149.12,147.67,147.8,295334
2017-08-29,ABMD,145.39,147.1,144.64,145.98,491437
2017-08-30,ABMD,147.48,147.54,144.01,145.78,441172
2017-08-31,ABMD,150.8,150.89,147.65,147.68,237878
2017-09-01,ABMD,151.06,151.59,150.1,150.85,231401
2017-09-04,ABMD,151.06,151.06,151.06,151.06,0
2017-09-05,ABMD,150.51,151.61,148.8,150.57,566240
2017-09-06,ABMD,151.61,152.16,150.14,150.92,283977
2017-09-07,ABMD,153.85,153.88,151.43,152.08,244534
2017-09-08,ABMD,156.9,157.88,153.64,153.64,218161
2017-09-11,ABMD,157.81,158.13,157.07,157.17,316973
2017-09-12,ABMD,157.91,158.28,156.5,158.28,170037
2017-09-13,ABMD,158.46,159.25,154.64,157.38,263772
2017-09-14,ABMD,158.87,159.8,157.64,158.75,257595
2017-09-15,ABMD,158.58,158.85,157.87,158.85,571195
2017-09-18,ABMD,157.9,158.83,157.23,157.93,273081
2017-09-19,ABMD,157.1,158.605,155.57,158.54,234555
2017-09-20,ABMD,157.42,157.92,156.53,157.32,191715
2017-09-21,ABMD,159.79,160.1,158.36,158.91,287244
2017-09-22,ABMD,163.96,164.6,159.51,160.01,355780
2017-09-25,ABMD,160.31,164.5174,158.71,164.2,280781
2017-09-26,ABMD,160.61,161.05,159.77,160.53,195045
2017-09-27,ABMD,163.72,163.88,161.05,161.41,253371
2017-09-28,ABMD,162.34,163.96,161.6,163.96,273790
2017-09-29,ABMD,168.6,171.0,164.42,164.68,570036
2017-10-02,ABMD,169.86,171.39,168.7,168.93,361146
2017-10-03,ABMD,168.78,170.825,167.825,170.12,334607
2017-10-04,ABMD,171.8,171.95,168.71,169.74,250462
2017-10-05,ABMD,173.65,174.14,170.75,172.31,278254
2017-10-06,ABMD,174.88,175.6,173.1,173.37,208368
2017-10-09,ABMD,173.99,175.715,173.63,175.59,219521
2017-10-10,ABMD,172.18,173.87,171.49,173.87,293859
2017-10-11,ABMD,172.66,172.9299,171.655,172.39,284881
2017-10-12,ABMD,173.0,173.595,170.6,173.59,364130
2017-10-13,ABMD,173.85,175.48,172.12,172.6,141223
2017-10-16,ABMD,170.55,172.92,170.1,171.66,295837
2017-10-17,ABMD,172.47,172.64,170.938,171.0,167995
2017-10-18,ABMD,172.95,173.75,171.91,172.97,174769
2017-10-19,ABMD,172.21,173.37,170.57,173.0,225788
2017-10-20,ABMD,174.62,175.79,172.27,173.4,209566
2017-10-23,ABMD,176.0,177.755,174.53,174.98,264493
2017-10-24,ABMD,176.71,177.11,174.49,175.8,279675
2017-10-25,ABMD,171.37,176.72,164.8,176.72,861732
2017-10-26,ABMD,179.59,180.15,170.3,177.0,1151174
2017-10-27,ABMD,181.07,183.96,180.04,182.02,676567
2017-10-30,ABMD,179.48,180.12,177.4,179.56,394338
2017-10-31,ABMD,192.92,193.95,180.12,180.12,800012
2017-11-01,ABMD,188.89,194.42,188.12,192.98,386670
2017-11-02,ABMD,190.05,193.29,189.77,189.82,365074
2017-11-03,ABMD,194.9,195.02,190.33,190.33,320979
2017-11-06,ABMD,196.55,198.29,195.14,195.18,348991
2017-11-07,ABMD,197.21,198.0,194.95,197.11,176487
2017-11-08,ABMD,196.97,197.791,192.615,193.9,379927
2017-11-09,ABMD,195.54,197.28,194.83,196.93,213486
2017-11-10,ABMD,195.21,196.2,193.59,195.53,176495
2017-11-13,ABMD,195.13,196.0,193.36,193.36,464623
2017-11-14,ABMD,193.75,196.08,193.11,195.0,344240
2017-11-15,ABMD,193.11,194.17,190.07,193.61,342547
2017-11-16,ABMD,194.91,196.48,193.36,193.79,291553
2017-11-17,ABMD,194.32,194.88,191.44,194.56,448782
2017-11-20,ABMD,195.59,200.0,195.11,200.0,409163
2017-11-21,ABMD,199.58,199.61,196.31,197.22,352850
2017-11-22,ABMD,198.86,199.75,197.01,199.7,280671
2017-11-23,ABMD,198.86,198.86,198.86,198.86,0
2017-11-24,ABMD,199.74,199.98,198.5588,199.63,85790
2017-11-27,ABMD,198.45,200.28,198.09,199.98,289165
2017-11-28,ABMD,197.33,199.0599,194.61,198.71,808604
2017-11-29,ABMD,194.15,198.82,193.0,197.86,419165
2017-11-30,ABMD,194.84,196.18,193.08,195.15,354939
2017-12-01,ABMD,194.6,195.26,189.26,195.0,353377
2017-12-04,ABMD,189.57,196.54,189.45,196.52,532458
2017-12-05,ABMD,187.96,193.03,187.34,189.2,379090
2017-12-06,ABMD,187.0,189.26,186.72,187.71,261679
2017-12-07,ABMD,187.91,190.53,187.54,187.54,355093
2017-12-08,ABMD,191.36,191.4,187.95,188.01,273136
2017-12-11,ABMD,193.43,193.84,191.08,191.36,258836
2017-12-12,ABMD,192.94,195.13,192.44,194.06,191913
2017-12-13,ABMD,193.06,193.86,191.7401,193.02,177320
2017-12-14,ABMD,188.44,194.74,188.1825,193.53,292909
2017-12-15,ABMD,188.71,191.22,188.14,189.42,391522
2017-12-18,ABMD,190.07,191.375,189.05,190.01,233650
2017-12-19,ABMD,193.89,194.01,190.705,190.91,229839
2017-12-20,ABMD,193.69,194.865,192.31,193.82,141592
2017-12-21,ABMD,190.63,195.65,190.05,194.95,198355
2017-12-22,ABMD,191.64,191.8,190.06,190.92,148693
2017-12-25,ABMD,191.64,191.64,191.64,191.64,0
2017-12-26,ABMD,189.54,191.46,189.29,191.31,128039
2017-12-27,ABMD,190.42,191.62,188.5501,189.96,237082
2017-12-28,ABMD,190.55,190.8299,189.62,190.5,127741
2017-12-29,ABMD,187.41,190.81,187.01,190.56,189698
2018-01-01,ABMD,187.41,187.41,187.41,187.41,0
2018-01-02,ABMD,192.49,193.355,188.05,188.13,233813
2018-01-03,ABMD,195.82,196.48,192.53,193.29,208882
2018-01-04,ABMD,199.25,200.14,197.274,198.0,300923
2018-01-05,ABMD,202.32,202.96,200.78,200.78,277387
2018-01-08,ABMD,207.8,211.34,204.67,208.24,387478
2018-01-09,ABMD,209.76,210.15,206.82,209.11,234945
2018-01-10,ABMD,208.14,209.76,206.541,209.57,166431
2018-01-11,ABMD,210.15,210.24,207.5,209.61,215975
2018-01-12,ABMD,215.11,216.1534,210.36,210.72,283376
2018-01-15,ABMD,215.11,215.11,215.11,215.11,0
2018-01-16,ABMD,218.09,219.11,216.0,216.69,558672
2018-01-17,ABMD,224.13,225.24,217.58,219.11,535188
2018-01-18,ABMD,225.89,228.08,224.0,224.76,332510
2018-01-19,ABMD,228.29,229.0472,226.09,227.33,179201
2018-01-22,ABMD,228.18,229.4297,226.83,229.23,245040
2018-01-23,ABMD,230.27,231.3899,227.4492,228.71,231505
2018-01-24,ABMD,232.95,233.5,228.78,231.25,331392
2018-01-25,ABMD,236.32,237.4,232.931,234.0,264776
2018-01-26,ABMD,238.89,239.1,233.505,237.3,199120
2018-01-29,ABMD,236.65,239.92,235.87,239.0,306116
2018-01-30,ABMD,235.06,237.61,219.61,233.56,488141
2018-01-31,ABMD,235.0,237.31,233.49,236.1,332713
2018-02-01,ABMD,253.13,253.88,238.0,238.0,949727
2018-02-02,ABMD,248.2,255.4225,246.61,251.1,426663
2018-02-05,ABMD,239.37,245.0,236.51,245.0,872766
2018-02-06,ABMD,232.11,242.365,227.2,232.46,916496
2018-02-07,ABMD,239.02,240.14,232.11,232.11,518816
2018-02-08,ABMD,229.5,240.39,229.23,240.0,495300
2018-02-09,ABMD,229.38,231.73,219.13,230.21,556968
2018-02-12,ABMD,233.72,235.4943,228.9892,232.15,371412
2018-02-13,ABMD,233.99,236.14,225.5,230.04,313818
2018-02-14,ABMD,255.47,256.13,236.66,237.27,1013933
2018-02-15,ABMD,261.04,262.61,255.03,259.08,536246
2018-02-16,ABMD,267.74,268.72,260.01,260.43,512495
2018-02-19,ABMD,267.74,267.74,267.74,267.74,0
2018-02-20,ABMD,270.48,273.27,264.45,267.9,475470
2018-02-21,ABMD,268.25,273.9999,267.78,271.99,515634
2018-02-22,ABMD,263.97,271.1,261.32,269.64,640131
2018-02-23,ABMD,268.45,268.57,261.24,265.01,367297
2018-02-26,ABMD,273.18,274.0,269.15,270.52,339641
2018-02-27,ABMD,271.25,273.6,269.39,273.6,214973
2018-02-28,ABMD,268.18,274.4,267.98,272.63,208097
2018-03-01,ABMD,265.71,269.9321,258.1,268.0,570935
2018-03-02,ABMD,275.13,276.21,260.0,263.13,458854
2018-03-05,ABMD,279.27,281.375,273.18,274.52,436765
2018-03-06,ABMD,281.54,285.48,276.765,280.67,541779
2018-03-07,ABMD,285.38,288.8424,277.121,277.38,467758
2018-03-08,ABMD,288.6,290.52,286.1,286.99,371094
2018-03-09,ABMD,294.52,297.45,291.085,292.62,491489
2018-03-12,ABMD,294.74,304.2802,290.5301,295.65,320092
2018-03-13,ABMD,293.17,299.2,290.12,295.73,329296
2018-03-14,ABMD,295.85,296.02,290.83,294.0,333507
2018-03-15,ABMD,294.57,297.98,293.95,297.01,359069
2018-03-16,ABMD,293.05,297.6139,289.27,295.13,570767
2018-03-19,ABMD,287.98,294.57,285.03,291.27,467836
2018-03-20,ABMD,294.01,295.83,288.55,288.87,538444
2018-03-21,ABMD,292.31,295.5,290.36,294.68,423206
2018-03-22,ABMD,286.39,291.57,285.95,289.64,383027
2018-03-23,ABMD,283.99,290.91,282.12,285.78,491287
2018-03-26,ABMD,295.4,295.75,285.05,288.03,318534
2018-03-27,ABMD,286.43,299.88,283.64,296.0,474218
2018-03-28,ABMD,282.99,286.69,276.2,286.42,456124
2018-03-29,ABMD,290.99,294.85,283.15,284.05,414802
2018-03-30,ABMD,290.99,290.99,290.99,290.99,0
2018-04-02,ABMD,279.11,291.44,276.59,291.43,609402
2018-04-03,ABMD,278.07,284.44,274.23,280.8,506364
2018-04-04,ABMD,288.53,289.23,275.39,277.93,389071
2018-04-05,ABMD,292.13,297.0,290.315,290.38,342970
2018-04-06,ABMD,286.22,294.075,282.37,290.16,335208
2018-04-09,ABMD,288.12,294.25,287.71,289.09,315599
2018-04-10,ABMD,300.28,301.17,290.26,292.6,594877
2018-04-11,ABMD,296.4,302.94,295.276,300.4,317194
2018-04-12,ABMD,296.94,299.58,295.59,297.53,320650
2018-04-13,ABMD,296.74,301.2877,293.845,298.88,268235
2018-04-16,ABMD,296.32,299.99,294.68,298.0,311971
2018-04-17,ABMD,304.43,305.77,294.28,298.06,552220
2018-04-18,ABMD,307.63,309.28,302.18,305.84,447013
2018-04-19,ABMD,306.45,307.05,303.5141,305.74,339993
2018-04-20,ABMD,305.92,307.12,302.71,306.01,272774
2018-04-23,ABMD,302.65,306.55,300.61,305.9,420408
2018-04-24,ABMD,290.93,305.49,285.0201,303.23,607671
2018-04-25,ABMD,293.2,294.26,277.01,287.0,861218
2018-04-26,ABMD,303.41,305.35,290.16,294.52,454014
2018-04-27,ABMD,301.74,306.3,297.39,304.69,458095
2018-04-30,ABMD,300.95,308.74,300.85,303.28,545351
2018-05-01,ABMD,310.5,311.6,301.69,301.69,445736
2018-05-02,ABMD,302.14,310.39,298.17,309.77,937004
2018-05-03,ABMD,335.57,341.89,307.99,310.0,1673897
2018-05-04,ABMD,349.28,352.145,328.0,335.52,746304
2018-05-07,ABMD,347.57,354.395,344.31,348.3,703396
2018-05-08,ABMD,347.38,347.6,339.75,341.84,478866
2018-05-09,ABMD,358.16,361.83,347.57,347.65,495844
2018-05-10,ABMD,368.88,371.45,358.72,358.72,497228
2018-05-11,ABMD,372.68,374.75,367.79,368.71,588678
2018-05-14,ABMD,375.67,383.325,370.0136,370.87,420663
2018-05-15,ABMD,380.35,381.225,368.14,373.01,548062
2018-05-16,ABMD,381.97,387.2133,376.98,380.21,490190
2018-05-17,ABMD,379.94,384.4,377.75,380.35,535694
2018-05-18,ABMD,384.36,388.75,380.025,381.15,876442
2018-05-21,ABMD,379.17,389.7852,378.71,387.28,641580
2018-05-22,ABMD,386.35,387.24,378.51,382.0,466269
2018-05-23,ABMD,395.52,396.47,384.2,384.6,484637
2018-05-24,ABMD,394.46,403.445,389.1,396.17,482920
2018-05-25,ABMD,394.28,398.05,392.5,396.88,388427
2018-05-28,ABMD,394.28,394.28,394.28,394.28,0
2018-05-29,ABMD,387.4,394.39,375.0,388.65,1245860
2018-05-30,ABMD,388.57,397.389,385.87,389.04,9861341
2018-05-31,ABMD,381.14,391.97,379.51,389.21,3574513
2018-06-01,ABMD,392.25,399.47,380.17,384.9,907255
